sample_id,image_id,subset,object_name,label,score,prediction,selected_probe
636,572075,adversarial,couch,0,2.320344719919376e-05,0,query_token_layer_35
638,387098,adversarial,bowl,0,2.8822820240748115e-05,0,query_token_layer_35
639,387098,adversarial,laptop,0,0.0005901544354856014,0,query_token_layer_35
642,387098,adversarial,couch,0,0.00023990956833586097,0,query_token_layer_35
691,366141,adversarial,tv,0,0.00014061856199987233,0,query_token_layer_35
692,366141,adversarial,person,0,6.507617854367709e-06,0,query_token_layer_35
693,366141,adversarial,couch,0,0.0008683011401444674,0,query_token_layer_35
694,366141,adversarial,book,0,4.092957533430308e-05,0,query_token_layer_35
695,366141,adversarial,dining table,0,1.7902599211083725e-05,0,query_token_layer_35
696,366141,adversarial,cup,0,0.019037894904613495,0,query_token_layer_35
781,369541,adversarial,dog,0,0.00057744060177356,0,query_token_layer_35
782,369541,adversarial,car,0,0.00015650721616111696,0,query_token_layer_35
783,369541,adversarial,person,0,0.0004663327999878675,0,query_token_layer_35
784,369541,adversarial,dining table,0,8.52155644679442e-05,0,query_token_layer_35
785,369541,adversarial,frisbee,0,0.0013258095132187009,0,query_token_layer_35
786,369541,adversarial,orange,0,8.247900950664189e-06,0,query_token_layer_35
787,7795,adversarial,clock,0,0.038067109882831573,0,query_token_layer_35
788,7795,adversarial,person,0,0.00026911942404694855,0,query_token_layer_35
789,7795,adversarial,bed,0,0.0006450787768699229,0,query_token_layer_35
790,7795,adversarial,book,0,2.5015111532411538e-05,0,query_token_layer_35
792,7795,adversarial,tv,0,1.6670375771354884e-05,0,query_token_layer_35
805,102439,adversarial,tv,0,0.0005146177718415856,0,query_token_layer_35
806,102439,adversarial,dining table,0,4.473466833587736e-05,0,query_token_layer_35
808,102439,adversarial,car,0,3.663863390102051e-05,0,query_token_layer_35
809,102439,adversarial,remote,0,0.0021956458222121,0,query_token_layer_35
810,102439,adversarial,couch,0,1.5250657270371448e-05,0,query_token_layer_35
835,300876,adversarial,person,0,0.0001402252964908257,0,query_token_layer_35
836,300876,adversarial,car,0,0.00027166257495991886,0,query_token_layer_35
838,300876,adversarial,oven,0,0.00041435007005929947,0,query_token_layer_35
839,300876,adversarial,bowl,0,0.9476398229598999,0,query_token_layer_35
840,300876,adversarial,banana,0,4.3432999518699944e-05,0,query_token_layer_35
841,443240,adversarial,tv,0,1.4729089343745727e-05,0,query_token_layer_35
842,443240,adversarial,person,0,7.876745257817674e-06,0,query_token_layer_35
844,443240,adversarial,dining table,0,0.00015288623399101198,0,query_token_layer_35
845,443240,adversarial,couch,0,0.004605707712471485,0,query_token_layer_35
846,443240,adversarial,book,0,1.9802166207227856e-05,0,query_token_layer_35
913,539251,adversarial,sink,0,0.0062334975227713585,0,query_token_layer_35
915,539251,adversarial,person,0,3.5697253224498127e-06,0,query_token_layer_35
916,539251,adversarial,car,0,0.00011624056787695736,0,query_token_layer_35
917,539251,adversarial,potted plant,0,0.2253602296113968,0,query_token_layer_35
918,539251,adversarial,dining table,0,0.00020752957789227366,0,query_token_layer_35
961,419453,adversarial,person,0,3.973073944507632e-06,0,query_token_layer_35
962,419453,adversarial,car,0,1.8737431446425035e-06,0,query_token_layer_35
963,419453,adversarial,sports ball,0,0.00015243134112097323,0,query_token_layer_35
964,419453,adversarial,tennis racket,0,0.00014753681898582727,0,query_token_layer_35
965,419453,adversarial,umbrella,0,0.00034993901499547064,0,query_token_layer_35
966,419453,adversarial,handbag,0,0.00018201411876361817,0,query_token_layer_35
997,468934,adversarial,banana,0,3.373468280187808e-05,0,query_token_layer_35
998,468934,adversarial,bowl,0,2.7502179364091717e-05,0,query_token_layer_35
1000,468934,adversarial,car,0,5.402875831350684e-05,0,query_token_layer_35
1001,468934,adversarial,fork,0,0.00018400709086563438,0,query_token_layer_35
1002,468934,adversarial,cup,0,0.0003973013663198799,0,query_token_layer_35
1003,189694,adversarial,sink,0,0.00026993584469892085,0,query_token_layer_35
1004,189694,adversarial,toilet,0,3.326748264953494e-05,0,query_token_layer_35
1005,189694,adversarial,person,0,4.243413968652021e-06,0,query_token_layer_35
1006,189694,adversarial,car,0,8.189753134502098e-05,0,query_token_layer_35
1007,189694,adversarial,bottle,0,0.883267879486084,0,query_token_layer_35
1008,189694,adversarial,dining table,0,0.00011551372881513089,0,query_token_layer_35
1033,506178,adversarial,person,0,0.000510747660882771,0,query_token_layer_35
1034,506178,adversarial,car,0,0.0003433292731642723,0,query_token_layer_35
1035,506178,adversarial,bed,0,0.003275187686085701,0,query_token_layer_35
1036,506178,adversarial,book,0,1.4358533917402383e-05,0,query_token_layer_35
1037,506178,adversarial,remote,0,0.2988285422325134,0,query_token_layer_35
1038,506178,adversarial,tv,0,2.1618623577523977e-05,0,query_token_layer_35
1039,249720,adversarial,backpack,0,0.9931875467300415,1,query_token_layer_35
1040,249720,adversarial,handbag,1,0.9971298575401306,1,query_token_layer_35
1041,249720,adversarial,person,0,0.002657069591805339,0,query_token_layer_35
1042,249720,adversarial,dining table,0,4.218899630359374e-05,0,query_token_layer_35
1044,249720,adversarial,bus,0,7.772621756885201e-05,0,query_token_layer_35
1063,278771,adversarial,person,0,2.286183189426083e-05,0,query_token_layer_35
1064,278771,adversarial,car,0,0.0005335501627996564,0,query_token_layer_35
1065,278771,adversarial,sports ball,0,8.18737898953259e-05,0,query_token_layer_35
1066,278771,adversarial,tennis racket,0,0.00018495942640583962,0,query_token_layer_35
1067,278771,adversarial,bottle,0,0.1531844586133957,0,query_token_layer_35
1068,278771,adversarial,dining table,0,9.390005288878456e-05,0,query_token_layer_35
1135,246145,adversarial,chair,0,0.00014725305663887411,0,query_token_layer_35
1136,246145,adversarial,person,0,1.4032507351657841e-05,0,query_token_layer_35
1137,246145,adversarial,clock,0,0.00018268301209900528,0,query_token_layer_35
1138,246145,adversarial,car,0,3.620999996201135e-05,0,query_token_layer_35
1139,246145,adversarial,dining table,0,7.828739035176113e-05,0,query_token_layer_35
1140,246145,adversarial,cup,0,0.00012516361312009394,0,query_token_layer_35
1147,529668,adversarial,person,0,1.7952692360267974e-05,0,query_token_layer_35
1148,529668,adversarial,car,0,7.176987128332257e-05,0,query_token_layer_35
1149,529668,adversarial,handbag,0,0.0014709584647789598,0,query_token_layer_35
1150,529668,adversarial,backpack,0,9.753154881764203e-05,0,query_token_layer_35
1151,529668,adversarial,cell phone,0,0.00036444078432396054,0,query_token_layer_35
1152,529668,adversarial,dining table,0,5.6782635510899127e-05,0,query_token_layer_35
1153,376959,adversarial,chair,0,0.9763677716255188,1,query_token_layer_35
1154,376959,adversarial,couch,0,8.509220606356394e-06,0,query_token_layer_35
1155,376959,adversarial,person,0,1.4652078789367806e-05,0,query_token_layer_35
1156,376959,adversarial,car,0,0.00021615026344079524,0,query_token_layer_35
1157,376959,adversarial,cell phone,0,0.9365774989128113,0,query_token_layer_35
1158,376959,adversarial,handbag,0,0.004922776482999325,0,query_token_layer_35
1207,124930,adversarial,person,0,3.14615317620337e-05,0,query_token_layer_35
1208,124930,adversarial,car,0,0.0002719035546761006,0,query_token_layer_35
1210,124930,adversarial,dining table,1,0.9571155905723572,0,query_token_layer_35
1211,124930,adversarial,spoon,0,0.8728666305541992,0,query_token_layer_35
1219,377879,adversarial,truck,0,0.05761753395199776,0,query_token_layer_35
1220,377879,adversarial,person,0,1.9472645362839103e-05,0,query_token_layer_35
1221,377879,adversarial,train,0,0.3098123371601105,0,query_token_layer_35
1222,377879,adversarial,car,0,6.3038046391739044e-06,0,query_token_layer_35
1223,377879,adversarial,bed,0,9.267847417504527e-06,0,query_token_layer_35
1224,377879,adversarial,book,0,5.662852345267311e-05,0,query_token_layer_35
1231,49473,adversarial,vase,0,0.0006644827662967145,0,query_token_layer_35
1232,49473,adversarial,potted plant,1,0.8172820806503296,0,query_token_layer_35
1234,49473,adversarial,person,0,0.0001476771431043744,0,query_token_layer_35
1236,49473,adversarial,cup,0,1.0208417734247632e-05,0,query_token_layer_35
1243,383185,adversarial,banana,0,3.106009535258636e-05,0,query_token_layer_35
1244,383185,adversarial,dining table,0,1.6313186279148795e-05,0,query_token_layer_35
1245,383185,adversarial,spoon,0,0.3108132481575012,0,query_token_layer_35
1246,383185,adversarial,person,0,2.9110273317201063e-05,0,query_token_layer_35
1248,383185,adversarial,knife,0,0.00010184133134316653,0,query_token_layer_35
1249,388983,adversarial,person,0,0.00024096453853417188,0,query_token_layer_35
1250,388983,adversarial,car,0,1.649331534281373e-05,0,query_token_layer_35
1252,388983,adversarial,spoon,0,0.00023114297073334455,0,query_token_layer_35
1254,388983,adversarial,fork,0,0.00012291496386751533,0,query_token_layer_35
1269,244455,adversarial,person,0,9.040289296535775e-05,0,query_token_layer_35
1270,244455,adversarial,dining table,0,4.112763417651877e-05,0,query_token_layer_35
1272,244455,adversarial,bus,0,5.86202531849267e-06,0,query_token_layer_35
1291,307166,adversarial,pizza,0,0.00025068363174796104,0,query_token_layer_35
1292,307166,adversarial,person,1,0.993346095085144,1,query_token_layer_35
1293,307166,adversarial,bottle,0,0.01768428646028042,0,query_token_layer_35
1294,307166,adversarial,cup,0,0.9486269950866699,0,query_token_layer_35
1296,307166,adversarial,spoon,0,8.750191773287952e-05,0,query_token_layer_35
1303,355342,adversarial,person,0,0.0008675195276737213,0,query_token_layer_35
1304,355342,adversarial,car,0,0.00013208479504100978,0,query_token_layer_35
1306,355342,adversarial,dining table,0,0.0003143384528812021,0,query_token_layer_35
1307,355342,adversarial,umbrella,0,0.001001083175651729,0,query_token_layer_35
1308,355342,adversarial,handbag,0,1.0060730346594937e-05,0,query_token_layer_35
1321,429033,adversarial,chair,0,0.0015665598912164569,0,query_token_layer_35
1322,429033,adversarial,dining table,0,0.00024235180171672255,0,query_token_layer_35
1323,429033,adversarial,person,0,7.314440881600603e-05,0,query_token_layer_35
1324,429033,adversarial,car,0,7.557404023827985e-05,0,query_token_layer_35
1325,429033,adversarial,laptop,0,0.0009246582048945129,0,query_token_layer_35
1326,429033,adversarial,tv,0,0.00014044945419300348,0,query_token_layer_35
1453,18918,adversarial,sink,0,0.006763392128050327,0,query_token_layer_35
1454,18918,adversarial,bottle,0,0.00012333423364907503,0,query_token_layer_35
1455,18918,adversarial,bowl,0,0.3342595398426056,0,query_token_layer_35
1456,18918,adversarial,cup,0,0.000449381215730682,0,query_token_layer_35
1457,18918,adversarial,oven,0,0.22330595552921295,0,query_token_layer_35
1458,18918,adversarial,person,0,1.016775695461547e-05,0,query_token_layer_35
1459,115626,adversarial,person,0,1.5163134776230436e-05,0,query_token_layer_35
1460,115626,adversarial,car,0,2.9493776310118847e-06,0,query_token_layer_35
1461,115626,adversarial,motorcycle,0,5.3002091590315104e-05,0,query_token_layer_35
1462,115626,adversarial,bicycle,0,7.715804713370744e-06,0,query_token_layer_35
1463,115626,adversarial,parking meter,0,1.8183927750214934e-05,0,query_token_layer_35
1464,115626,adversarial,truck,0,4.822315986530157e-06,0,query_token_layer_35
1465,391735,adversarial,traffic light,0,0.0005241053295321763,0,query_token_layer_35
1466,391735,adversarial,car,0,3.287477375124581e-05,0,query_token_layer_35
1468,391735,adversarial,sink,0,1.4137035577732604e-05,0,query_token_layer_35
1469,391735,adversarial,person,0,0.0002943045983556658,0,query_token_layer_35
1470,391735,adversarial,dining table,0,6.7516630224417895e-06,0,query_token_layer_35
1573,204100,adversarial,banana,0,2.2036847440176643e-05,0,query_token_layer_35
1574,204100,adversarial,dining table,0,8.455136594420765e-06,0,query_token_layer_35
1575,204100,adversarial,person,0,0.00042329943971708417,0,query_token_layer_35
1576,204100,adversarial,car,0,5.813954703626223e-05,0,query_token_layer_35
1577,204100,adversarial,bowl,0,0.8252849578857422,0,query_token_layer_35
1578,204100,adversarial,cup,0,5.645429610012798e-06,0,query_token_layer_35
1742,343401,adversarial,truck,0,5.897913433727808e-05,0,query_token_layer_35
1743,343401,adversarial,dog,0,0.002467506565153599,0,query_token_layer_35
1744,343401,adversarial,frisbee,0,2.661748840182554e-05,0,query_token_layer_35
1745,343401,adversarial,person,0,0.00012389058247208595,0,query_token_layer_35
1746,343401,adversarial,dining table,0,3.158635081490502e-05,0,query_token_layer_35
1747,246199,adversarial,banana,0,0.00018584881036076695,0,query_token_layer_35
1748,246199,adversarial,bowl,1,0.9865016341209412,1,query_token_layer_35
1749,246199,adversarial,orange,0,0.043933089822530746,0,query_token_layer_35
1750,246199,adversarial,person,0,0.00010945168469334021,0,query_token_layer_35
1751,246199,adversarial,dining table,0,4.385226930025965e-05,0,query_token_layer_35
1752,246199,adversarial,cup,0,1.2296754903218243e-05,0,query_token_layer_35
1765,501898,adversarial,person,0,7.536919383710483e-06,0,query_token_layer_35
1766,501898,adversarial,car,0,5.273347414913587e-05,0,query_token_layer_35
1767,501898,adversarial,sports ball,0,0.09631142765283585,0,query_token_layer_35
1768,501898,adversarial,baseball glove,0,5.973039515083656e-05,0,query_token_layer_35
1769,501898,adversarial,tennis racket,0,2.5299887056462467e-05,0,query_token_layer_35
1770,501898,adversarial,chair,0,0.0014442296233028173,0,query_token_layer_35
1813,188958,adversarial,snowboard,0,0.0034828598145395517,0,query_token_layer_35
1814,188958,adversarial,backpack,0,0.027156291529536247,0,query_token_layer_35
1815,188958,adversarial,person,0,7.540916612924775e-06,0,query_token_layer_35
1816,188958,adversarial,car,0,0.0002741839562077075,0,query_token_layer_35
1817,188958,adversarial,skis,0,0.000570478558074683,0,query_token_layer_35
1818,188958,adversarial,dog,0,0.0003143609210383147,0,query_token_layer_35
1825,198397,adversarial,chair,0,0.00010161200043512508,0,query_token_layer_35
1826,198397,adversarial,dining table,0,0.00014740842743776739,0,query_token_layer_35
1827,198397,adversarial,person,0,5.5896973208291456e-05,0,query_token_layer_35
1828,198397,adversarial,car,0,0.00024281830701511353,0,query_token_layer_35
1829,198397,adversarial,sports ball,0,0.0024027558974921703,0,query_token_layer_35
1830,198397,adversarial,baseball glove,0,0.00020391595899127424,0,query_token_layer_35
1832,349936,adversarial,bottle,0,1.4980339074099902e-05,0,query_token_layer_35
1833,349936,adversarial,dining table,0,0.01860172115266323,0,query_token_layer_35
1834,349936,adversarial,person,0,0.00016936422616709024,0,query_token_layer_35
1835,349936,adversarial,chair,0,0.09577053040266037,0,query_token_layer_35
1836,349936,adversarial,handbag,0,9.289606168749742e-06,0,query_token_layer_35
1975,293564,adversarial,person,0,4.694204835686833e-05,0,query_token_layer_35
1976,293564,adversarial,car,0,5.8395398809807375e-06,0,query_token_layer_35
1977,293564,adversarial,surfboard,0,0.008748674765229225,0,query_token_layer_35
1978,293564,adversarial,kite,0,4.116974014323205e-05,0,query_token_layer_35
1979,293564,adversarial,umbrella,0,0.14876024425029755,0,query_token_layer_35
1980,293564,adversarial,handbag,0,7.449153599736746e-06,0,query_token_layer_35
2005,263594,adversarial,bird,0,0.003049987368285656,0,query_token_layer_35
2006,263594,adversarial,person,0,1.7343547369819134e-05,0,query_token_layer_35
2007,263594,adversarial,truck,0,0.2579594850540161,0,query_token_layer_35
2008,263594,adversarial,traffic light,0,1.9495315427775495e-05,0,query_token_layer_35
2009,263594,adversarial,car,0,0.0003204155364073813,0,query_token_layer_35
2010,263594,adversarial,bus,0,0.00011443611583672464,0,query_token_layer_35
2035,363908,adversarial,baseball glove,0,0.038560204207897186,0,query_token_layer_35
2036,363908,adversarial,dog,0,0.00010677763930289075,0,query_token_layer_35
2037,363908,adversarial,person,0,0.0001127588766394183,0,query_token_layer_35
2038,363908,adversarial,car,0,0.0005415700725279748,0,query_token_layer_35
2039,363908,adversarial,sports ball,0,0.0014695058343932033,0,query_token_layer_35
2040,363908,adversarial,tennis racket,0,0.00016935373423621058,0,query_token_layer_35
2047,348469,adversarial,bird,0,0.9130901098251343,0,query_token_layer_35
2048,348469,adversarial,handbag,0,8.367118425667286e-06,0,query_token_layer_35
2049,348469,adversarial,person,0,1.3207333722675685e-05,0,query_token_layer_35
2050,348469,adversarial,car,0,1.8648990590008907e-05,0,query_token_layer_35
2051,348469,adversarial,baseball bat,0,7.967376586748287e-05,0,query_token_layer_35
2052,348469,adversarial,sports ball,0,0.00023050584422890097,0,query_token_layer_35
2065,76416,adversarial,person,0,0.03793184086680412,0,query_token_layer_35
2067,76416,adversarial,bicycle,0,0.1310032457113266,0,query_token_layer_35
2068,76416,adversarial,motorcycle,0,8.757997420616448e-06,0,query_token_layer_35
2070,76416,adversarial,dining table,0,6.758315430488437e-05,0,query_token_layer_35
2078,445200,adversarial,person,0,0.00045230635441839695,0,query_token_layer_35
2079,445200,adversarial,broccoli,0,9.561381375533529e-06,0,query_token_layer_35
2080,445200,adversarial,fork,0,0.0002485919976606965,0,query_token_layer_35
2081,445200,adversarial,dining table,0,0.002751845633611083,0,query_token_layer_35
2083,433574,adversarial,person,0,2.0310722902650014e-05,0,query_token_layer_35
2084,433574,adversarial,car,0,0.00010872310667764395,0,query_token_layer_35
2085,433574,adversarial,couch,0,0.0017300012987107038,0,query_token_layer_35
2086,433574,adversarial,tv,0,6.715496510878438e-06,0,query_token_layer_35
2087,433574,adversarial,dining table,0,5.209497885516612e-06,0,query_token_layer_35
2088,433574,adversarial,cup,1,0.9905942678451538,1,query_token_layer_35
2095,114941,adversarial,person,0,0.8151938319206238,0,query_token_layer_35
2096,114941,adversarial,dining table,0,7.303422171389684e-05,0,query_token_layer_35
2097,114941,adversarial,train,0,4.3037023715442047e-05,0,query_token_layer_35
2098,114941,adversarial,truck,0,0.0002558024425525218,0,query_token_layer_35
2100,114941,adversarial,bus,0,0.0003593515430111438,0,query_token_layer_35
2114,382617,adversarial,laptop,0,0.0001846193481469527,0,query_token_layer_35
2116,382617,adversarial,person,0,0.0003340081311762333,0,query_token_layer_35
2117,382617,adversarial,book,0,0.000955102383159101,0,query_token_layer_35
2118,382617,adversarial,tv,0,4.604204877978191e-05,0,query_token_layer_35
2125,120792,adversarial,person,0,1.7780281268642284e-05,0,query_token_layer_35
2126,120792,adversarial,car,0,0.00011085540609201416,0,query_token_layer_35
2127,120792,adversarial,remote,0,0.0668993666768074,0,query_token_layer_35
2128,120792,adversarial,dining table,0,0.00036749933497048914,0,query_token_layer_35
2129,120792,adversarial,chair,0,0.8886597156524658,0,query_token_layer_35
2130,120792,adversarial,handbag,0,7.769893272779882e-06,0,query_token_layer_35
2143,156704,adversarial,person,0,0.00017548201140016317,0,query_token_layer_35
